track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster,song_match
"Mine, Mine, Mine",Mel Gibson,22eAyY71YQ7PAfclWhyRsL,0.493,0.302,1,-14.012,1,0.0602,0.816,3.31e-05,0.588,0.552,79.623,audio_features,22eAyY71YQ7PAfclWhyRsL,spotify:track:22eAyY71YQ7PAfclWhyRsL,https://api.spotify.com/v1/tracks/22eAyY71YQ7PAfclWhyRsL,https://api.spotify.com/v1/audio-analysis/22eAyY71YQ7PAfclWhyRsL,186093,4,3,"mine,mine,mine"
"No Way Out (Theme from Brother Bear) - From ""Brother Bear""/Soundtrack Version",Phil Collins,5wkeuyd8h0oEbfE1Zop8Bt,0.48,0.509,3,-10.378,1,0.028,0.0656,0.0,0.101,0.344,145.511,audio_features,5wkeuyd8h0oEbfE1Zop8Bt,spotify:track:5wkeuyd8h0oEbfE1Zop8Bt,https://api.spotify.com/v1/tracks/5wkeuyd8h0oEbfE1Zop8Bt,https://api.spotify.com/v1/audio-analysis/5wkeuyd8h0oEbfE1Zop8Bt,257520,4,8,"nowayout(themefrombrotherbear)-from""brotherbear""/soundtrackversion"
"Happy Working Song - From ""Enchanted""",Amy Adams,0EwoPfqwCMRvUak7p6f7q9,0.666,0.38,2,-8.757,1,0.0439,0.838,0.0,0.487,0.6,86.098,audio_features,0EwoPfqwCMRvUak7p6f7q9,spotify:track:0EwoPfqwCMRvUak7p6f7q9,https://api.spotify.com/v1/tracks/0EwoPfqwCMRvUak7p6f7q9,https://api.spotify.com/v1/audio-analysis/0EwoPfqwCMRvUak7p6f7q9,128533,4,15,"happyworkingsong-from""enchanted"""
"If I Didn't Have You - From ""Monsters, Inc.""",Billy Crystal,6ItHXNPMp42sbvRaI9Ik9E,0.636,0.411,8,-10.716,1,0.0515,0.686,2.59e-05,0.646,0.597,121.739,audio_features,6ItHXNPMp42sbvRaI9Ik9E,spotify:track:6ItHXNPMp42sbvRaI9Ik9E,https://api.spotify.com/v1/tracks/6ItHXNPMp42sbvRaI9Ik9E,https://api.spotify.com/v1/audio-analysis/6ItHXNPMp42sbvRaI9Ik9E,218413,4,4,"ifididn'thaveyou-from""monsters,inc."""
"If I Didn't Have You - From ""Monsters, Inc.""",John Goodman,6ItHXNPMp42sbvRaI9Ik9E,0.636,0.411,8,-10.716,1,0.0515,0.686,2.59e-05,0.646,0.597,121.739,audio_features,6ItHXNPMp42sbvRaI9Ik9E,spotify:track:6ItHXNPMp42sbvRaI9Ik9E,https://api.spotify.com/v1/tracks/6ItHXNPMp42sbvRaI9Ik9E,https://api.spotify.com/v1/audio-analysis/6ItHXNPMp42sbvRaI9Ik9E,218413,4,4,"ifididn'thaveyou-from""monsters,inc."""
"When She Loved Me - From ""Toy Story 2""",Sarah McLachlan,0sta4zQdWvnhHRa3qCXbhL,0.311,0.0961,5,-16.99,1,0.0406,0.983,0.0,0.0875,0.223,89.553,audio_features,0sta4zQdWvnhHRa3qCXbhL,spotify:track:0sta4zQdWvnhHRa3qCXbhL,https://api.spotify.com/v1/tracks/0sta4zQdWvnhHRa3qCXbhL,https://api.spotify.com/v1/audio-analysis/0sta4zQdWvnhHRa3qCXbhL,183253,3,0,"whenshelovedme-from""toystory2"""
"Whoop-De-Dooper Bounce - From ""The Tigger Movie""",Jim Cummings,7qr7ZUrOxnaFgaZFoirX6i,0.597,0.601,1,-9.594,1,0.373,0.349,0.0,0.249,0.903,143.753,audio_features,7qr7ZUrOxnaFgaZFoirX6i,spotify:track:7qr7ZUrOxnaFgaZFoirX6i,https://api.spotify.com/v1/tracks/7qr7ZUrOxnaFgaZFoirX6i,https://api.spotify.com/v1/audio-analysis/7qr7ZUrOxnaFgaZFoirX6i,128760,4,14,"whoop-de-dooperbounce-from""thetiggermovie"""
"Whoop-De-Dooper Bounce - From ""The Tigger Movie""",Nikita Hopkins,7qr7ZUrOxnaFgaZFoirX6i,0.597,0.601,1,-9.594,1,0.373,0.349,0.0,0.249,0.903,143.753,audio_features,7qr7ZUrOxnaFgaZFoirX6i,spotify:track:7qr7ZUrOxnaFgaZFoirX6i,https://api.spotify.com/v1/tracks/7qr7ZUrOxnaFgaZFoirX6i,https://api.spotify.com/v1/audio-analysis/7qr7ZUrOxnaFgaZFoirX6i,128760,4,14,"whoop-de-dooperbounce-from""thetiggermovie"""
"Three Caballeros - From ""The Three Caballeros""",Clarence Nash,7k35t6uy5r5W1YDWAYbps0,0.544,0.392,5,-9.314,1,0.203,0.921,0.000126,0.0862,0.806,102.821,audio_features,7k35t6uy5r5W1YDWAYbps0,spotify:track:7k35t6uy5r5W1YDWAYbps0,https://api.spotify.com/v1/tracks/7k35t6uy5r5W1YDWAYbps0,https://api.spotify.com/v1/audio-analysis/7k35t6uy5r5W1YDWAYbps0,129413,3,0,"threecaballeros-from""thethreecaballeros"""
"Three Caballeros - From ""The Three Caballeros""",Joaquin Garay,7k35t6uy5r5W1YDWAYbps0,0.544,0.392,5,-9.314,1,0.203,0.921,0.000126,0.0862,0.806,102.821,audio_features,7k35t6uy5r5W1YDWAYbps0,spotify:track:7k35t6uy5r5W1YDWAYbps0,https://api.spotify.com/v1/tracks/7k35t6uy5r5W1YDWAYbps0,https://api.spotify.com/v1/audio-analysis/7k35t6uy5r5W1YDWAYbps0,129413,3,0,"threecaballeros-from""thethreecaballeros"""
"Three Caballeros - From ""The Three Caballeros""",Jose Oliviera,7k35t6uy5r5W1YDWAYbps0,0.544,0.392,5,-9.314,1,0.203,0.921,0.000126,0.0862,0.806,102.821,audio_features,7k35t6uy5r5W1YDWAYbps0,spotify:track:7k35t6uy5r5W1YDWAYbps0,https://api.spotify.com/v1/tracks/7k35t6uy5r5W1YDWAYbps0,https://api.spotify.com/v1/audio-analysis/7k35t6uy5r5W1YDWAYbps0,129413,3,0,"threecaballeros-from""thethreecaballeros"""
"When You Wish Upon a Star - From ""Pinocchio""/Soundtrack Version",Cliff Edwards,0JIPxQiFYgnPfQDuAZTnHk,0.181,0.27,9,-13.616,1,0.0353,0.958,0.0203,0.352,0.114,92.843,audio_features,0JIPxQiFYgnPfQDuAZTnHk,spotify:track:0JIPxQiFYgnPfQDuAZTnHk,https://api.spotify.com/v1/tracks/0JIPxQiFYgnPfQDuAZTnHk,https://api.spotify.com/v1/audio-analysis/0JIPxQiFYgnPfQDuAZTnHk,195120,3,0,"whenyouwishuponastar-from""pinocchio""/soundtrackversion"
"When You Wish Upon a Star - From ""Pinocchio""/Soundtrack Version",Disney Studio Chorus,0JIPxQiFYgnPfQDuAZTnHk,0.181,0.27,9,-13.616,1,0.0353,0.958,0.0203,0.352,0.114,92.843,audio_features,0JIPxQiFYgnPfQDuAZTnHk,spotify:track:0JIPxQiFYgnPfQDuAZTnHk,https://api.spotify.com/v1/tracks/0JIPxQiFYgnPfQDuAZTnHk,https://api.spotify.com/v1/audio-analysis/0JIPxQiFYgnPfQDuAZTnHk,195120,3,0,"whenyouwishuponastar-from""pinocchio""/soundtrackversion"
Main Title (Alice in Wonderland),The Jud Conlon Chorus,04kx6QHqnBwpxC7kdRlCsn,0.272,0.228,7,-15.272,1,0.0347,0.987,0.000617,0.294,0.201,68.48,audio_features,04kx6QHqnBwpxC7kdRlCsn,spotify:track:04kx6QHqnBwpxC7kdRlCsn,https://api.spotify.com/v1/tracks/04kx6QHqnBwpxC7kdRlCsn,https://api.spotify.com/v1/audio-analysis/04kx6QHqnBwpxC7kdRlCsn,152827,3,0,maintitle(aliceinwonderland)
"There's A Party Here In Agrabah, Part I - Soundtrack",Robin Williams,0jdUwzDkC2jieKmoqVlcaD,0.703,0.369,2,-16.768,0,0.158,0.731,0.0,0.342,0.747,104.262,audio_features,0jdUwzDkC2jieKmoqVlcaD,spotify:track:0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/tracks/0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/audio-analysis/0jdUwzDkC2jieKmoqVlcaD,132933,4,15,"there'sapartyhereinagrabah,parti-soundtrack"
"There's A Party Here In Agrabah, Part I - Soundtrack",Gilbert Gottfried,0jdUwzDkC2jieKmoqVlcaD,0.703,0.369,2,-16.768,0,0.158,0.731,0.0,0.342,0.747,104.262,audio_features,0jdUwzDkC2jieKmoqVlcaD,spotify:track:0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/tracks/0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/audio-analysis/0jdUwzDkC2jieKmoqVlcaD,132933,4,15,"there'sapartyhereinagrabah,parti-soundtrack"
"There's A Party Here In Agrabah, Part I - Soundtrack",Chorus - Aladdin And The King Of Thieves,0jdUwzDkC2jieKmoqVlcaD,0.703,0.369,2,-16.768,0,0.158,0.731,0.0,0.342,0.747,104.262,audio_features,0jdUwzDkC2jieKmoqVlcaD,spotify:track:0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/tracks/0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/audio-analysis/0jdUwzDkC2jieKmoqVlcaD,132933,4,15,"there'sapartyhereinagrabah,parti-soundtrack"
"There's A Party Here In Agrabah, Part I - Soundtrack",Merwin Foard,0jdUwzDkC2jieKmoqVlcaD,0.703,0.369,2,-16.768,0,0.158,0.731,0.0,0.342,0.747,104.262,audio_features,0jdUwzDkC2jieKmoqVlcaD,spotify:track:0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/tracks/0jdUwzDkC2jieKmoqVlcaD,https://api.spotify.com/v1/audio-analysis/0jdUwzDkC2jieKmoqVlcaD,132933,4,15,"there'sapartyhereinagrabah,parti-soundtrack"
"What a Dog/He's a Tramp - From ""Lady and the Tramp""/Soundtrack Version",Oliver Wallace,195Ic4yPV2ITlcvmQbwWQC,0.433,0.186,7,-16.458,1,0.0359,0.932,0.0,0.198,0.264,44.316,audio_features,195Ic4yPV2ITlcvmQbwWQC,spotify:track:195Ic4yPV2ITlcvmQbwWQC,https://api.spotify.com/v1/tracks/195Ic4yPV2ITlcvmQbwWQC,https://api.spotify.com/v1/audio-analysis/195Ic4yPV2ITlcvmQbwWQC,144573,4,3,"whatadog/he'satramp-from""ladyandthetramp""/soundtrackversion"
"What a Dog/He's a Tramp - From ""Lady and the Tramp""/Soundtrack Version",Peggy Lee,195Ic4yPV2ITlcvmQbwWQC,0.433,0.186,7,-16.458,1,0.0359,0.932,0.0,0.198,0.264,44.316,audio_features,195Ic4yPV2ITlcvmQbwWQC,spotify:track:195Ic4yPV2ITlcvmQbwWQC,https://api.spotify.com/v1/tracks/195Ic4yPV2ITlcvmQbwWQC,https://api.spotify.com/v1/audio-analysis/195Ic4yPV2ITlcvmQbwWQC,144573,4,3,"whatadog/he'satramp-from""ladyandthetramp""/soundtrackversion"
"The Siamese Cat Song/What's Going on Down There - From ""Lady and the Tramp""/Soundtrack Version",Peggy Lee,4Zutf1o7cmxAcimakg0AVD,0.549,0.226,10,-16.432,1,0.0342,0.854,0.00648,0.0837,0.52,88.266,audio_features,4Zutf1o7cmxAcimakg0AVD,spotify:track:4Zutf1o7cmxAcimakg0AVD,https://api.spotify.com/v1/tracks/4Zutf1o7cmxAcimakg0AVD,https://api.spotify.com/v1/audio-analysis/4Zutf1o7cmxAcimakg0AVD,155867,4,3,"thesiamesecatsong/what'sgoingondownthere-from""ladyandthetramp""/soundtrackversion"
"The Siamese Cat Song/What's Going on Down There - From ""Lady and the Tramp""/Soundtrack Version",Oliver Wallace,4Zutf1o7cmxAcimakg0AVD,0.549,0.226,10,-16.432,1,0.0342,0.854,0.00648,0.0837,0.52,88.266,audio_features,4Zutf1o7cmxAcimakg0AVD,spotify:track:4Zutf1o7cmxAcimakg0AVD,https://api.spotify.com/v1/tracks/4Zutf1o7cmxAcimakg0AVD,https://api.spotify.com/v1/audio-analysis/4Zutf1o7cmxAcimakg0AVD,155867,4,3,"thesiamesecatsong/what'sgoingondownthere-from""ladyandthetramp""/soundtrackversion"
The Gifts of Beauty and Song / Maleficent Appears / True Love Conquers All,Disney Studio Chorus,3ufD49SCrwlTgFF6NNSvkn,0.196,0.167,7,-19.57,1,0.0342,0.974,0.889,0.172,0.151,90.506,audio_features,3ufD49SCrwlTgFF6NNSvkn,spotify:track:3ufD49SCrwlTgFF6NNSvkn,https://api.spotify.com/v1/tracks/3ufD49SCrwlTgFF6NNSvkn,https://api.spotify.com/v1/audio-analysis/3ufD49SCrwlTgFF6NNSvkn,278560,4,12,thegiftsofbeautyandsong/maleficentappears/trueloveconquersall
The Gifts of Beauty and Song / Maleficent Appears / True Love Conquers All,George Bruns,3ufD49SCrwlTgFF6NNSvkn,0.196,0.167,7,-19.57,1,0.0342,0.974,0.889,0.172,0.151,90.506,audio_features,3ufD49SCrwlTgFF6NNSvkn,spotify:track:3ufD49SCrwlTgFF6NNSvkn,https://api.spotify.com/v1/tracks/3ufD49SCrwlTgFF6NNSvkn,https://api.spotify.com/v1/audio-analysis/3ufD49SCrwlTgFF6NNSvkn,278560,4,12,thegiftsofbeautyandsong/maleficentappears/trueloveconquersall
"The Music Lesson / Oh, Sing Sweet Nightingale / Bad Boy Lucifer /A Message From His Majesty",Rhoda Williams,3juY6Hy2uRCs5R8EaRxfQZ,0.359,0.114,1,-16.17,1,0.035,0.982,9e-05,0.14,0.199,111.718,audio_features,3juY6Hy2uRCs5R8EaRxfQZ,spotify:track:3juY6Hy2uRCs5R8EaRxfQZ,https://api.spotify.com/v1/tracks/3juY6Hy2uRCs5R8EaRxfQZ,https://api.spotify.com/v1/audio-analysis/3juY6Hy2uRCs5R8EaRxfQZ,126733,3,0,"themusiclesson/oh,singsweetnightingale/badboylucifer/amessagefromhismajesty"
"The Music Lesson / Oh, Sing Sweet Nightingale / Bad Boy Lucifer /A Message From His Majesty",Ilene Woods,3juY6Hy2uRCs5R8EaRxfQZ,0.359,0.114,1,-16.17,1,0.035,0.982,9e-05,0.14,0.199,111.718,audio_features,3juY6Hy2uRCs5R8EaRxfQZ,spotify:track:3juY6Hy2uRCs5R8EaRxfQZ,https://api.spotify.com/v1/tracks/3juY6Hy2uRCs5R8EaRxfQZ,https://api.spotify.com/v1/audio-analysis/3juY6Hy2uRCs5R8EaRxfQZ,126733,3,0,"themusiclesson/oh,singsweetnightingale/badboylucifer/amessagefromhismajesty"
Oogie Boogie's Song - From “The Nightmare Before Christmas”,Ed Ivory,4Z7rukKkJjBUOr8m4fS0wu,0.433,0.565,10,-7.82,0,0.296,0.478,0.0,0.145,0.633,164.288,audio_features,4Z7rukKkJjBUOr8m4fS0wu,spotify:track:4Z7rukKkJjBUOr8m4fS0wu,https://api.spotify.com/v1/tracks/4Z7rukKkJjBUOr8m4fS0wu,https://api.spotify.com/v1/audio-analysis/4Z7rukKkJjBUOr8m4fS0wu,197093,3,0,oogieboogie'ssong-from“thenightmarebeforechristmas”
Oogie Boogie's Song - From “The Nightmare Before Christmas”,Ken Page,4Z7rukKkJjBUOr8m4fS0wu,0.433,0.565,10,-7.82,0,0.296,0.478,0.0,0.145,0.633,164.288,audio_features,4Z7rukKkJjBUOr8m4fS0wu,spotify:track:4Z7rukKkJjBUOr8m4fS0wu,https://api.spotify.com/v1/tracks/4Z7rukKkJjBUOr8m4fS0wu,https://api.spotify.com/v1/audio-analysis/4Z7rukKkJjBUOr8m4fS0wu,197093,3,0,oogieboogie'ssong-from“thenightmarebeforechristmas”
"Steady as the Beating Drum - From ""Pocahontas""/Soundtrack Version",Chorus - Pocahontas,38v2hDgHiRf1HFLnE0Czht,0.68,0.239,0,-18.524,1,0.0338,0.695,0.0134,0.115,0.308,101.343,audio_features,38v2hDgHiRf1HFLnE0Czht,spotify:track:38v2hDgHiRf1HFLnE0Czht,https://api.spotify.com/v1/tracks/38v2hDgHiRf1HFLnE0Czht,https://api.spotify.com/v1/audio-analysis/38v2hDgHiRf1HFLnE0Czht,106533,4,3,"steadyasthebeatingdrum-from""pocahontas""/soundtrackversion"
"This Land - From ""The Lion King""/Score",Hans Zimmer,6EKywtYHtZLAvxyEcqrbE7,0.145,0.174,7,-19.155,1,0.0396,0.516,0.633,0.0784,0.132,100.089,audio_features,6EKywtYHtZLAvxyEcqrbE7,spotify:track:6EKywtYHtZLAvxyEcqrbE7,https://api.spotify.com/v1/tracks/6EKywtYHtZLAvxyEcqrbE7,https://api.spotify.com/v1/audio-analysis/6EKywtYHtZLAvxyEcqrbE7,175400,3,12,"thisland-from""thelionking""/score"
"This Land - From ""The Lion King""/Score",Lebo M.,6EKywtYHtZLAvxyEcqrbE7,0.145,0.174,7,-19.155,1,0.0396,0.516,0.633,0.0784,0.132,100.089,audio_features,6EKywtYHtZLAvxyEcqrbE7,spotify:track:6EKywtYHtZLAvxyEcqrbE7,https://api.spotify.com/v1/tracks/6EKywtYHtZLAvxyEcqrbE7,https://api.spotify.com/v1/audio-analysis/6EKywtYHtZLAvxyEcqrbE7,175400,3,12,"thisland-from""thelionking""/score"
"Zip- A- Dee-Doo-Dah - From ""Song Of The South""",James Baskett,1fQ2pN9MLxxi399nlHEth7,0.658,0.216,7,-15.087,1,0.129,0.914,0.0,0.348,0.724,102.246,audio_features,1fQ2pN9MLxxi399nlHEth7,spotify:track:1fQ2pN9MLxxi399nlHEth7,https://api.spotify.com/v1/tracks/1fQ2pN9MLxxi399nlHEth7,https://api.spotify.com/v1/audio-analysis/1fQ2pN9MLxxi399nlHEth7,139560,4,15,"zip-a-dee-doo-dah-from""songofthesouth"""
Welcome,The Blind Boys Of Alabama,2DMOjHafRx0V2tgiZv3QoQ,0.671,0.488,7,-8.119,1,0.0323,0.187,0.0,0.118,0.652,124.032,audio_features,2DMOjHafRx0V2tgiZv3QoQ,spotify:track:2DMOjHafRx0V2tgiZv3QoQ,https://api.spotify.com/v1/tracks/2DMOjHafRx0V2tgiZv3QoQ,https://api.spotify.com/v1/audio-analysis/2DMOjHafRx0V2tgiZv3QoQ,193760,4,15,welcome
No Way Out (Theme from Brother Bear),Phil Collins,5Avti103uTSzu4qqGGyQti,0.289,0.0956,2,-14.742,1,0.0323,0.722,0.000651,0.117,0.0694,137.531,audio_features,5Avti103uTSzu4qqGGyQti,spotify:track:5Avti103uTSzu4qqGGyQti,https://api.spotify.com/v1/tracks/5Avti103uTSzu4qqGGyQti,https://api.spotify.com/v1/audio-analysis/5Avti103uTSzu4qqGGyQti,157573,4,3,nowayout(themefrombrotherbear)
Great Spirits,Tina Turner,7qSlHXxWZyxmxJ82IVMYyu,0.476,0.787,2,-5.71,1,0.0935,0.173,0.0,0.0918,0.644,171.09,audio_features,7qSlHXxWZyxmxJ82IVMYyu,spotify:track:7qSlHXxWZyxmxJ82IVMYyu,https://api.spotify.com/v1/tracks/7qSlHXxWZyxmxJ82IVMYyu,https://api.spotify.com/v1/audio-analysis/7qSlHXxWZyxmxJ82IVMYyu,203773,4,10,greatspirits
"King of Pride Rock - From ""The Lion King""/Score",Hans Zimmer,3yXC4ltez6LwFDh5Lk8k7v,0.124,0.135,5,-22.798,1,0.0377,0.726,0.529,0.104,0.0914,91.883,audio_features,3yXC4ltez6LwFDh5Lk8k7v,spotify:track:3yXC4ltez6LwFDh5Lk8k7v,https://api.spotify.com/v1/tracks/3yXC4ltez6LwFDh5Lk8k7v,https://api.spotify.com/v1/audio-analysis/3yXC4ltez6LwFDh5Lk8k7v,359053,3,12,"kingofpriderock-from""thelionking""/score"
"King of Pride Rock - From ""The Lion King""/Score",Lebo M.,3yXC4ltez6LwFDh5Lk8k7v,0.124,0.135,5,-22.798,1,0.0377,0.726,0.529,0.104,0.0914,91.883,audio_features,3yXC4ltez6LwFDh5Lk8k7v,spotify:track:3yXC4ltez6LwFDh5Lk8k7v,https://api.spotify.com/v1/tracks/3yXC4ltez6LwFDh5Lk8k7v,https://api.spotify.com/v1/audio-analysis/3yXC4ltez6LwFDh5Lk8k7v,359053,3,12,"kingofpriderock-from""thelionking""/score"
"Under the Stars - From ""The Lion King""/Score",Hans Zimmer,37lotBTQcBbYI7vEoGsOfg,0.292,0.161,7,-20.812,1,0.0407,0.614,0.56,0.123,0.108,107.308,audio_features,37lotBTQcBbYI7vEoGsOfg,spotify:track:37lotBTQcBbYI7vEoGsOfg,https://api.spotify.com/v1/tracks/37lotBTQcBbYI7vEoGsOfg,https://api.spotify.com/v1/audio-analysis/37lotBTQcBbYI7vEoGsOfg,225267,3,12,"underthestars-from""thelionking""/score"
"Under the Stars - From ""The Lion King""/Score",Lebo M.,37lotBTQcBbYI7vEoGsOfg,0.292,0.161,7,-20.812,1,0.0407,0.614,0.56,0.123,0.108,107.308,audio_features,37lotBTQcBbYI7vEoGsOfg,spotify:track:37lotBTQcBbYI7vEoGsOfg,https://api.spotify.com/v1/tracks/37lotBTQcBbYI7vEoGsOfg,https://api.spotify.com/v1/audio-analysis/37lotBTQcBbYI7vEoGsOfg,225267,3,12,"underthestars-from""thelionking""/score"
"That's How You Know - From ""Enchanted""/Soundtrack Version",Amy Adams,1OzSfjFW08DTD51XoNnog7,0.485,0.667,2,-5.485,1,0.164,0.497,0.0,0.219,0.52,174.025,audio_features,1OzSfjFW08DTD51XoNnog7,spotify:track:1OzSfjFW08DTD51XoNnog7,https://api.spotify.com/v1/tracks/1OzSfjFW08DTD51XoNnog7,https://api.spotify.com/v1/audio-analysis/1OzSfjFW08DTD51XoNnog7,228960,4,10,"that'showyouknow-from""enchanted""/soundtrackversion"
The Sailor's Hornpipe / The Caucus Race,Bill Thompson,6sdyUFuNCzPKvXvvL93PEe,0.655,0.489,0,-11.246,1,0.108,0.918,0.0019,0.153,0.778,75.816,audio_features,6sdyUFuNCzPKvXvvL93PEe,spotify:track:6sdyUFuNCzPKvXvvL93PEe,https://api.spotify.com/v1/tracks/6sdyUFuNCzPKvXvvL93PEe,https://api.spotify.com/v1/audio-analysis/6sdyUFuNCzPKvXvvL93PEe,147267,3,0,thesailor'shornpipe/thecaucusrace
The Sailor's Hornpipe / The Caucus Race,The Rhythmaires,6sdyUFuNCzPKvXvvL93PEe,0.655,0.489,0,-11.246,1,0.108,0.918,0.0019,0.153,0.778,75.816,audio_features,6sdyUFuNCzPKvXvvL93PEe,spotify:track:6sdyUFuNCzPKvXvvL93PEe,https://api.spotify.com/v1/tracks/6sdyUFuNCzPKvXvvL93PEe,https://api.spotify.com/v1/audio-analysis/6sdyUFuNCzPKvXvvL93PEe,147267,3,0,thesailor'shornpipe/thecaucusrace
The Sailor's Hornpipe / The Caucus Race,The Jud Conlon Chorus,6sdyUFuNCzPKvXvvL93PEe,0.655,0.489,0,-11.246,1,0.108,0.918,0.0019,0.153,0.778,75.816,audio_features,6sdyUFuNCzPKvXvvL93PEe,spotify:track:6sdyUFuNCzPKvXvvL93PEe,https://api.spotify.com/v1/tracks/6sdyUFuNCzPKvXvvL93PEe,https://api.spotify.com/v1/audio-analysis/6sdyUFuNCzPKvXvvL93PEe,147267,3,0,thesailor'shornpipe/thecaucusrace
The Walrus and the Carpenter,J. Pat O'Malley,5mWT2xQdbAcFAfLCsXgxtv,0.548,0.388,0,-11.314,1,0.556,0.934,0.000362,0.111,0.727,79.581,audio_features,5mWT2xQdbAcFAfLCsXgxtv,spotify:track:5mWT2xQdbAcFAfLCsXgxtv,https://api.spotify.com/v1/tracks/5mWT2xQdbAcFAfLCsXgxtv,https://api.spotify.com/v1/audio-analysis/5mWT2xQdbAcFAfLCsXgxtv,305867,4,14,thewalrusandthecarpenter
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,Kathryn Beaumont,32vqWTREBWCD25PjW6Fjc8,0.593,0.172,7,-14.272,1,0.111,0.958,0.000606,0.125,0.327,136.09,audio_features,32vqWTREBWCD25PjW6Fjc8,spotify:track:32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/tracks/32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/audio-analysis/32vqWTREBWCD25PjW6Fjc8,271227,4,3,themadteaparty/theunbirthdaysong/twinkletwinkle/cleancupmovedown/madwatch
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,Edwynn,32vqWTREBWCD25PjW6Fjc8,0.593,0.172,7,-14.272,1,0.111,0.958,0.000606,0.125,0.327,136.09,audio_features,32vqWTREBWCD25PjW6Fjc8,spotify:track:32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/tracks/32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/audio-analysis/32vqWTREBWCD25PjW6Fjc8,271227,4,3,themadteaparty/theunbirthdaysong/twinkletwinkle/cleancupmovedown/madwatch
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,James Macdonald,32vqWTREBWCD25PjW6Fjc8,0.593,0.172,7,-14.272,1,0.111,0.958,0.000606,0.125,0.327,136.09,audio_features,32vqWTREBWCD25PjW6Fjc8,spotify:track:32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/tracks/32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/audio-analysis/32vqWTREBWCD25PjW6Fjc8,271227,4,3,themadteaparty/theunbirthdaysong/twinkletwinkle/cleancupmovedown/madwatch
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,Jerry Colonna,32vqWTREBWCD25PjW6Fjc8,0.593,0.172,7,-14.272,1,0.111,0.958,0.000606,0.125,0.327,136.09,audio_features,32vqWTREBWCD25PjW6Fjc8,spotify:track:32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/tracks/32vqWTREBWCD25PjW6Fjc8,https://api.spotify.com/v1/audio-analysis/32vqWTREBWCD25PjW6Fjc8,271227,4,3,themadteaparty/theunbirthdaysong/twinkletwinkle/cleancupmovedown/madwatch
What Made Red Man Red / Tinknapped,The Jud Conlon Chorus,7cW3WFkFn9TjUIllxPYGbj,0.594,0.715,10,-14.245,0,0.0898,0.9,0.0121,0.427,0.455,118.753,audio_features,7cW3WFkFn9TjUIllxPYGbj,spotify:track:7cW3WFkFn9TjUIllxPYGbj,https://api.spotify.com/v1/tracks/7cW3WFkFn9TjUIllxPYGbj,https://api.spotify.com/v1/audio-analysis/7cW3WFkFn9TjUIllxPYGbj,164747,4,15,whatmaderedmanred/tinknapped
What Made Red Man Red / Tinknapped,Candy Candido,7cW3WFkFn9TjUIllxPYGbj,0.594,0.715,10,-14.245,0,0.0898,0.9,0.0121,0.427,0.455,118.753,audio_features,7cW3WFkFn9TjUIllxPYGbj,spotify:track:7cW3WFkFn9TjUIllxPYGbj,https://api.spotify.com/v1/tracks/7cW3WFkFn9TjUIllxPYGbj,https://api.spotify.com/v1/audio-analysis/7cW3WFkFn9TjUIllxPYGbj,164747,4,15,whatmaderedmanred/tinknapped
"It Has A Ribbon/Lady To Bed/A Few Mornings Later - From ""Lady and the Tramp""/Score",Oliver Wallace,7KVulrANOAYwDZ2YTqQtzV,0.366,0.0526,6,-18.806,1,0.0486,0.99,0.857,0.107,0.163,128.658,audio_features,7KVulrANOAYwDZ2YTqQtzV,spotify:track:7KVulrANOAYwDZ2YTqQtzV,https://api.spotify.com/v1/tracks/7KVulrANOAYwDZ2YTqQtzV,https://api.spotify.com/v1/audio-analysis/7KVulrANOAYwDZ2YTqQtzV,233600,4,12,"ithasaribbon/ladytobed/afewmorningslater-from""ladyandthetramp""/score"
